prompt_name,idx,actual,predicted,explanation,json_valid,raw
Prompt_2_Anchored,172,4,4.0,"Overall positive experience with great food and pleasant surprise, only minor complaint about decor and one unruly patron",True,"{""predicted_stars"": 4, ""explanation"": ""Overall positive experience with great food and pleasant surprise, only minor complaint about decor and one unruly patron""}"
Prompt_2_Anchored,173,5,5.0,"Enthusiastic praise ('indescribably cool', 'genius', 'not to be missed') outweighs minor concern about disrepair.",True,"{""predicted_stars"": 5, ""explanation"": ""Enthusiastic praise ('indescribably cool', 'genius', 'not to be missed') outweighs minor concern about disrepair.""}"
Prompt_2_Anchored,174,5,5.0,"Enthusiastic praise, exceeded expectations, strong recommendation to return",True,"{""predicted_stars"": 5, ""explanation"": ""Enthusiastic praise, exceeded expectations, strong recommendation to return""}"
Prompt_2_Anchored,175,4,4.0,"Overall positive tone, enthusiastic about food and ambiance, only minor service complaint",True,"{""predicted_stars"": 4, ""explanation"": ""Overall positive tone, enthusiastic about food and ambiance, only minor service complaint""}"
Prompt_2_Anchored,176,3,2.0,"Disappointed tone, complains about high prices, calls food just ""ok""",True,"{""predicted_stars"": 2, ""explanation"": ""Disappointed tone, complains about high prices, calls food just \""ok\""""}"
Prompt_2_Anchored,177,1,1.0,"Extremely negative experience, employee ignored customer, vows never to return, calls service ""sub par""",True,"{""predicted_stars"": 1, ""explanation"": ""Extremely negative experience, employee ignored customer, vows never to return, calls service \""sub par\""""}"
Prompt_2_Anchored,178,3,4.0,"Overwhelmingly positive tone with enthusiastic praise for food, ambiance, and uniqueness; only minor complaint about sweetness and price.",True,"{""predicted_stars"": 4, ""explanation"": ""Overwhelmingly positive tone with enthusiastic praise for food, ambiance, and uniqueness; only minor complaint about sweetness and price.""}"
Prompt_2_Anchored,179,4,4.0,"Positive tone, enjoyed the food and atmosphere, only minor enthusiasm gap from 5-star level",True,"{""predicted_stars"": 4, ""explanation"": ""Positive tone, enjoyed the food and atmosphere, only minor enthusiasm gap from 5-star level""}"
Prompt_2_Anchored,180,3,5.0,All positive points with enthusiastic tone and no complaints,True,"{""predicted_stars"": 5, ""explanation"": ""All positive points with enthusiastic tone and no complaints""}"
Prompt_2_Anchored,181,5,5.0,"Enthusiastic praise throughout: ""top notch"", ""amazing prices"", ""really love this place"", ""will not look for another"", ""best ever"" tone.",True,"{""predicted_stars"": 5, ""explanation"": ""Enthusiastic praise throughout: \""top notch\"", \""amazing prices\"", \""really love this place\"", \""will not look for another\"", \""best ever\"" tone.""}"
Prompt_2_Anchored,182,5,,,False,Max retries exceeded
Prompt_2_Anchored,183,5,,,False,Max retries exceeded
Prompt_2_Anchored,184,4,,,False,Max retries exceeded
Prompt_2_Anchored,185,2,,,False,Max retries exceeded
Prompt_2_Anchored,186,4,5.0,"Enthusiastic praise for drinks, food, atmosphere, and people; only a minor complaint about another patron that doesn't dampen the overall excitement.",True,"{""predicted_stars"": 5, ""explanation"": ""Enthusiastic praise for drinks, food, atmosphere, and people; only a minor complaint about another patron that doesn't dampen the overall excitement.""}"
Prompt_2_Anchored,187,3,,,False,Max retries exceeded
Prompt_2_Anchored,188,5,,,False,Max retries exceeded
Prompt_2_Anchored,189,5,,,False,Max retries exceeded
Prompt_2_Anchored,190,3,,,False,Max retries exceeded
Prompt_2_Anchored,191,4,,,False,Max retries exceeded
Prompt_2_Anchored,192,5,,,False,Max retries exceeded
Prompt_2_Anchored,193,3,,,False,Max retries exceeded
Prompt_2_Anchored,194,5,5.0,"Enthusiastic praise ('Love this place!', 'Fantastic drinks and goodies!!') with no negatives.",True,"{""predicted_stars"": 5, ""explanation"": ""Enthusiastic praise ('Love this place!', 'Fantastic drinks and goodies!!') with no negatives.""}"
Prompt_2_Anchored,195,4,,,False,Max retries exceeded
Prompt_2_Anchored,196,4,,,False,Max retries exceeded
Prompt_2_Anchored,197,3,,,False,Max retries exceeded
Prompt_2_Anchored,198,4,5.0,"Enthusiastic praise, no complaints, strong recommendation to return",True,"{""predicted_stars"": 5, ""explanation"": ""Enthusiastic praise, no complaints, strong recommendation to return""}"
Prompt_2_Anchored,199,5,,,False,Max retries exceeded
